time,state,action,reward,next_state
300.0,"[0.0, -5.385472225212078e-05, -2.7539698332600214e-05, -4.914846281539979e-05, -0.0013844482044258317, 8.048672488385692e-06]","[-0.0, -0.0, -0.01]",185.7868709194554,"[ 0.00000000e+00 -5.38547223e-05 -2.91144933e-05 -4.82322782e-05
 -2.70796713e-03  9.56597033e-05]"
330.0,"[0.0, -5.3854722252120764e-05, -2.9114493292878526e-05, -4.823227821351891e-05, -0.0027079671302288736, 9.565970329811034e-05]","[0.0, 0.0, 0.01]",211.35614595046627,"[ 0.00000000e+00 -5.38547223e-05 -3.06588403e-05 -4.72656523e-05
 -1.37895491e-03  1.40321021e-04]"
360.0,"[0.0, -5.385472225212077e-05, -3.0658840338837934e-05, -4.7265652332798736e-05, -0.0013789549141028034, 0.00014032102066263713]","[0.01, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -2.70424682e-03 -7.50207970e-05 -1.37075270e-03
 -1.37369664e-03  1.84835590e-04]"
390.0,"[0.0, -0.002704246818769501, -7.50207969958376e-05, -0.0013707526998330201, -0.0013736966362645623, 0.0001848355904134824]","[-0.01, -0.0, -0.0]",53.3654707323476,"[ 0.00000000e+00 -5.38547223e-05 -7.64546244e-05 -4.31070632e-05
 -1.36700175e-03  2.29156859e-04]"
420.0,"[0.0, -5.385472225212081e-05, -7.645462435971121e-05, -4.3107063209769225e-05, -0.0013670017475583115, 0.00022915685924841]","[-0.0, -0.0, -0.05]",20.801845184403646,"[ 0.00000000e+00 -5.38547223e-05 -7.78084955e-05 -4.06123935e-05
 -7.98139277e-03  4.87486839e-04]"
450.0,"[0.0, -5.385472225212081e-05, -7.780849553721502e-05, -4.061239351221224e-05, -0.007981392768309377, 0.0004874868390305913]","[0.0, 0.0, 0.05]",20.108698525911677,"[ 0.00000000e+00 -5.38547223e-05 -7.90809947e-05 -3.80752514e-05
 -1.33894109e-03  5.31058642e-04]"
480.0,"[0.0, -5.3854722252120785e-05, -7.908099465093027e-05, -3.807525140527804e-05, -0.001338941094635188, 0.0005310586424462558]","[0.0, 0.0, 0.05]",29.105320709148145,"[ 0.00000000e+00 -5.38547223e-05 -8.02707909e-05 -3.54982902e-05
  5.30144612e-03  3.59826702e-04]"
510.0,"[0.0, -5.385472225212076e-05, -8.02707909222789e-05, -3.549829023019809e-05, 0.005301446120111255, 0.00035982670213746356]","[-0.0, -0.0, -0.01]",24.28930331596075,"[ 0.00000000e+00 -5.38547223e-05 -8.13766401e-05 -3.28842050e-05
  3.98580574e-03  2.31068128e-04]"
540.0,"[0.0, -5.38547222521207e-05, -8.137664006325075e-05, -3.2884204970954156e-05, 0.0039858057415942385, 0.00023106812794724348]","[0.05, 0.0, 0.0]",0.0,[ 0.         -0.01330582 -0.00029665 -0.00665275  0.00399119  0.00010207]
570.0,"[0.0, -0.013305815204839023, -0.00029664574858913974, -0.0066527512482518186, 0.0039911930588081524, 0.00010206790288950559]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -1.33058152e-02 -5.11604625e-04 -6.63968061e-03
  3.99240639e-03 -2.70390647e-05]"
