step,entropy
0,5545.177444479563
1,5232.133308471617
2,4962.652838243832
3,4962.652838243832
4,4962.652838243832
5,4962.652838243832
6,4783.2632027166765
7,4063.6029260152036
8,3825.1940383033143
9,3394.908576172871
10,3055.9624842996745
11,2870.175613380219
12,2658.819467429753
13,2658.819467429753
14,2605.4539966974053
15,2584.6521515130016
16,2564.54345298709
17,2535.438132277942
18,2511.148828961981
19,2511.148828961981
20,2511.148828961981
