step,entropy
0,5545.177444479563
1,5291.6948033757835
2,5242.521369702783
3,5242.521369702783
4,5242.521369702783
5,5242.521369702783
6,5242.521369702783
7,5242.521369702783
8,5242.521369702783
9,5242.521369702783
10,5242.521369702783
11,5242.521369702783
12,5242.521369702783
13,5242.521369702783
14,5242.521369702783
15,5242.521369702783
16,5242.521369702783
17,5242.521369702783
18,5242.521369702783
19,5242.521369702783
20,5242.521369702783
