time,state,action,reward,next_state
0.0,"[8.562470716911011e-05, 6.800539292661969e-05, -9.569214902351096e-05, 0.00010640066865387361, -8.366570208990492e-06, 1.0818434506749202e-05]","[-0.0, -0.0, -0.05]",253.48264110377932,"[ 0.00000000e+00  6.80053929e-05 -9.22016895e-05  1.09439198e-04
 -6.63052790e-03  2.25331670e-04]"
30.0,"[0.0, 6.800539292661972e-05, -9.220168950207653e-05, 0.00010943919831436952, -0.006630527904490456, 0.0002253316701912603]","[-0.0, -0.0, -0.05]",49.173433673000545,"[ 0.00000000e+00  6.80053929e-05 -8.86148055e-05  1.12363277e-04
 -1.32422903e-02  6.53857617e-04]"
60.0,"[0.0, 6.800539292661972e-05, -8.861480552586021e-05, 0.00011236327654684694, -0.013242290315396811, 0.0006538576172027498]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -8.49352483e-05  1.15169845e-04
 -1.32142237e-02  1.08169976e-03]"
90.0,"[0.0, 6.800539292661977e-05, -8.493524825531949e-05, 0.00011516984535257691, -0.01321422370815301, 0.001081699760429469]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -8.11668658e-05  1.17855970e-04
 -1.31723377e-02  1.50841066e-03]"
120.0,"[0.0, 6.800539292661976e-05, -8.116686576857052e-05, 0.00011785596962409705, -0.01317233767608841, 0.0015084106628925926]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -7.73135990e-05  1.20418840e-04
 -1.31166760e-02  1.93354407e-03]"
150.0,"[0.0, 6.80053929266198e-05, -7.731359903707125e-05, 0.00012041884021474469, -0.01311667602358259, 0.001933544070664002]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -7.33794778e-05  1.22855777e-04
 -1.30472970e-02  2.35665538e-03]"
180.0,"[0.0, 6.800539292661984e-05, -7.337947780415627e-05, 0.0001228557768764602, -0.013047296961548214, 0.0023566553795582932]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -6.93686164e-05  1.25164231e-04
 -1.29642730e-02  2.77730210e-03]"
210.0,"[0.0, 6.800539292661987e-05, -6.93686163707346e-05, 0.0001251642310627884, -0.012964273046554104, 0.0027773021000994874]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -6.52852093e-05  1.27341789e-04
 -1.28676911e-02  3.19504432e-03]"
240.0,"[0.0, 6.80053929266199e-05, -6.52852092925569e-05, 0.00012734178859414642, -0.012867691104945645, 0.003195044320276177]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -6.11335270e-05  1.29386172e-04
 -1.27576521e-02  3.60944517e-03]"
270.0,"[0.0, 6.800539292661992e-05, -6.113352699355243e-05, 0.00012938617218257072, -0.01275765214204184, 0.003609445165601165]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -5.69179113e-05  1.31295244e-04
 -1.26342712e-02  4.02007126e-03]"
300.0,"[0.0, 6.800539292661992e-05, -5.691791129982296e-05, 0.00013129524381330317, -0.012634271236504045, 0.004020071255994462]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -5.26427709e-05  1.33067007e-04
 -1.24976774e-02  4.42649316e-03]"
330.0,"[0.0, 6.800539292661992e-05, -5.264277089896449e-05, 0.00013306700698072522, -0.012497677419986796, 0.004426493159011833]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -4.83125767e-05  1.34699609e-04
 -1.23480135e-02  4.82828584e-03]"
360.0,"[0.0, 6.800539292661992e-05, -4.831257672946519e-05, 0.00013469960877630186, -0.012348013542196591, 0.004828285838944916]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -4.39318573e-05  1.36191342e-04
 -1.21854361e-02  5.22502910e-03]"
390.0,"[0.0, 6.800539292661994e-05, -4.3931857305001434e-05, 0.0001361913418263519, -0.01218543612149979, 0.0052250291013232275]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -3.95051940e-05  1.37540646e-04
 -1.20101152e-02  5.61630803e-03]"
420.0,"[0.0, 6.800539292661994e-05, -3.95051939785217e-05, 0.00013754064607761815, -0.012010115181235827, 0.005616308032353214]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -3.50372162e-05  1.38746110e-04
 -1.18222341e-02  6.00171343e-03]"
450.0,"[0.0, 6.800539292661995e-05, -3.503721615107128e-05, 0.00013874611042876967, -0.011822234071906931, 0.006001713432834777]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -3.05325964e-05  1.39806474e-04
 -1.16219893e-02  6.38084225e-03]"
480.0,"[0.0, 6.800539292661996e-05, -3.0532596430368295e-05, 0.0001398064742061307, -0.01162198927943032, 0.006380842246101469]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -2.59960457e-05  1.40720628e-04
 -1.14095902e-02  6.75329798e-03]"
510.0,"[0.0, 6.800539292661998e-05, -2.5996045744194145e-05, 0.00014072062848209216, -0.011409590219653383, 0.006753297979536845]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -2.14323084e-05  1.41487617e-04
 -1.11852590e-02  7.11869112e-03]"
540.0,"[0.0, 6.800539292661998e-05, -2.1432308413708957e-05, 0.00014148761723482695, -0.011185259019346742, 0.007118691119226128]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -1.68461572e-05  1.42106638e-04
 -1.09492303e-02  7.47663954e-03]"
570.0,"[0.0, 6.800539292661998e-05, -1.6846157191844232e-05, 0.00014210663834809728, -0.010949230283904255, 0.007476639537309561]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00  6.80053929e-05 -1.22423883e-05  1.42577044e-04
 -1.07017509e-02  7.82676889e-03]"
