step,entropy
0,5545.177444479563
1,5472.457014654708
2,5460.633501495107
3,5460.633501495107
4,5385.14276915282
5,5385.14276915282
6,5385.14276915282
7,5385.14276915282
8,5385.14276915282
9,5385.14276915282
10,5385.14276915282
11,5360.210050355727
12,5360.210050355727
13,5360.210050355727
14,5360.210050355727
15,5338.047062046242
16,5321.412674258071
17,5321.412674258071
18,5321.412674258071
19,5321.412674258071
20,5321.412674258071
