step,entropy
0,5545.177444479563
1,5450.294597946181
2,5416.358397361249
3,5416.358397361249
4,5416.358397361249
5,5416.358397361249
6,5416.358397361249
7,5416.358397361249
8,5416.358397361249
9,5416.358397361249
10,5416.358397361249
11,5416.358397361249
12,5416.358397361249
13,5416.358397361249
14,5416.358397361249
15,5416.358397361249
16,5416.358397361249
17,5416.358397361249
18,5416.358397361249
19,5416.358397361249
20,5416.358397361249
