time,step,action,reward,entropy,state,next_state
0.0,1,"[0.0, 0.0, 0.01]",0.35909628599553584,1698.682373046875,"[0.0, 3.0016117441516878e-05, 1.369823886582203e-05, -4.899869616099153e-07, 8.205104976225138e-06, -6.13309182831614e-07]","[0.0, 3.0016117441516878e-05, 1.369823886582203e-05, -4.899869616099153e-07, 9.352758419011913e-06, 4.928884129773099e-08]"
120.0,2,"[0.0, 0.05, 0.0]",0.13608332807414225,1197.66064453125,"[0.0, 3.0016117441516878e-05, 1.369823886582203e-05, -4.899869616099153e-07, 9.352758419011913e-06, 4.928884129773099e-08]","[1.32519604825869e-05, 2.7442167202925475e-05, 2.4224127303714605e-05, 7.561107946853417e-06, 9.352758419011913e-06, 4.928884129773099e-08]"
240.0,3,"[0.0, 0.05, 0.0]",0.050839797604565404,926.1536254882812,"[1.32519604825869e-05, 2.7442167202925475e-05, 2.4224127303714605e-05, 7.561107946853417e-06, 9.352758419011913e-06, 4.928884129773099e-08]","[2.65039209651738e-05, 2.2294394768113852e-05, 3.362347244341428e-05, 1.6902776297680745e-05, 9.352758419011913e-06, 4.928884129773099e-08]"
360.0,4,"[0.0, 0.01, 0.0]",0.03641786975196204,801.1754150390625,"[2.65039209651738e-05, 2.2294394768113852e-05, 3.362347244341428e-05, 1.6902776297680745e-05, 9.352758419011913e-06, 4.928884129773099e-08]","[2.915431306169118e-05, 1.6635953653704012e-05, 3.524661846567087e-05, 1.8998003076746533e-05, 9.352758419011913e-06, 4.928884129773099e-08]"
480.0,5,"[-0.0, -0.0, -0.01]",0.006250016321627463,757.4229125976562,"[2.915431306169118e-05, 1.6635953653704012e-05, 3.524661846567087e-05, 1.8998003076746533e-05, 9.352758419011913e-06, 4.928884129773099e-08]","[2.915431306169118e-05, 1.097901695920352e-05, 3.524661846567087e-05, 1.8998003076746533e-05, 8.683109044593792e-06, -1.0942645162951136e-06]"
600.0,6,"[-0.0, -0.0, -0.05]",-0.03865735300198254,726.88330078125,"[2.915431306169118e-05, 1.097901695920352e-05, 3.524661846567087e-05, 1.8998003076746533e-05, 8.683109044593792e-06, -1.0942645162951136e-06]","[2.915431306169118e-05, 5.322080264703027e-06, 3.524661846567087e-05, 1.8998003076746533e-05, 6.100432650772389e-06, -7.1961819856492245e-06]"
720.0,7,"[0.0, 0.0, 0.05]",-0.03402273620840615,683.8651733398438,"[2.915431306169118e-05, 5.322080264703027e-06, 3.524661846567087e-05, 1.8998003076746533e-05, 6.100432650772389e-06, -7.1961819856492245e-06]","[2.915431306169118e-05, -3.3485642979746573e-07, 3.524661846567087e-05, 1.8998003076746533e-05, 7.874379660703354e-06, -8.120825061636342e-07]"
840.0,8,"[0.0, 0.0, 0.01]",0.0021211659590334407,651.2294311523438,"[2.915431306169118e-05, -3.3485642979746573e-07, 3.524661846567087e-05, 1.8998003076746533e-05, 7.874379660703354e-06, -8.120825061636342e-07]","[2.915431306169118e-05, -5.991793124297958e-06, 3.524661846567087e-05, 1.8998003076746533e-05, 8.061494327633912e-06, 4.99836953155388e-07]"
960.0,9,"[0.0, 0.0, 0.05]",-0.04380276872834211,634.5436401367188,"[2.915431306169118e-05, -5.991793124297958e-06, 3.524661846567087e-05, 1.8998003076746533e-05, 8.061494327633912e-06, 4.99836953155388e-07]","[2.915431306169118e-05, -1.1648729818798451e-05, 3.524661846567087e-05, 1.8998003076746533e-05, 8.143059693316662e-06, 7.125315143379264e-06]"
1080.0,10,"[-0.0, -0.0, -0.01]",0.0028771293376538484,599.8724975585938,"[2.915431306169118e-05, -1.1648729818798451e-05, 3.524661846567087e-05, 1.8998003076746533e-05, 8.143059693316662e-06, 7.125315143379264e-06]","[2.915431306169118e-05, -1.7305666513298943e-05, 3.524661846567087e-05, 1.8998003076746533e-05, 8.297820820478586e-06, 5.809186897409283e-06]"
