step,entropy
0,5545.177444479563
1,5338.097363359262
2,5271.610113233682
3,5271.610113233682
4,5271.610113233682
5,5271.610113233682
6,5271.610113233682
7,5271.610113233682
8,5271.610113233682
9,5271.610113233682
10,5271.610113233682
11,5271.610113233682
12,5271.610113233682
13,5271.610113233682
14,5271.610113233682
15,5271.610113233682
16,5271.610113233682
17,5271.610113233682
18,5271.610113233682
19,5271.610113233682
20,5271.610113233682
