time,state,action,reward,next_state
0.0,"[-2.888674745647148e-05, -1.613555392448715e-05, 1.64817849336035e-05, 0.00025218676470141444, -4.2456538803034776e-05, -4.054087156370663e-05]","[0.0, 0.0, 0.0]",232.7053754395347,"[ 0.00000000e+00 -1.61355539e-05  2.46275226e-05  2.51521965e-04
 -4.37452108e-05 -3.91468579e-05]"
30.0,"[0.0, -1.613555392448715e-05, 2.4627522580591962e-05, 0.0002515219645611623, -4.374521080813082e-05, -3.91468579279455e-05]","[-0.0, -0.0, -0.01]",161.41982594215824,"[ 0.00000000e+00 -1.61355539e-05  3.27475048e-05  2.50594123e-04
 -1.36949124e-03  5.13776806e-06]"
60.0,"[0.0, -1.6135553924487165e-05, 3.274750478372374e-05, 0.00025059412294705584, -0.001369491237869162, 5.1377680635169985e-06]","[0.0, 0.0, 0.0]",146.83229984128502,"[ 0.00000000e+00 -1.61355539e-05  4.08332397e-05  2.49404210e-04
 -1.36860900e-03  4.94170210e-05]"
90.0,"[0.0, -1.6135553924487178e-05, 4.083323967196042e-05, 0.0002494042101951296, -0.0013686090038058467, 4.941702098115627e-05]","[0.0, 0.0, 0.0]",126.07561059634372,"[ 0.00000000e+00 -1.61355539e-05  4.88762712e-05  2.47953471e-04
 -1.36629548e-03  9.36445936e-05]"
120.0,"[0.0, -1.613555392448719e-05, 4.887627119007872e-05, 0.00024795347071520903, -0.001366295479516569, 9.36445936168963e-05]","[-0.0, -0.0, -0.01]",110.82694534619168,"[ 0.00000000e+00 -1.61355539e-05  5.68681879e-05  2.46243422e-04
 -2.68705619e-03  1.80623905e-04]"
150.0,"[0.0, -1.613555392448722e-05, 5.6868187942006445e-05, 0.00024624342168950785, -0.0026870561882464117, 0.00018062390541215165]","[0.0, 0.0, 0.05]",99.7760320570469,"[ 0.00000000e+00 -1.61355539e-05  6.48006320e-05  2.44275851e-04
  3.94270479e-03  5.31659579e-05]"
180.0,"[0.0, -1.6135553924487246e-05, 6.48006319874539e-05, 0.0002442758514859599, 0.0039427047913588465, 5.316595785690947e-05]","[-0.0, -0.0, -0.01]",138.53511089063068,"[ 0.00000000e+00 -1.61355539e-05  7.26653076e-05  2.42052818e-04
  2.61785915e-03 -3.14979180e-05]"
210.0,"[0.0, -1.6135553924487246e-05, 7.266530758264129e-05, 0.0002420528177879454, 0.002617859148319756, -3.1497918013192855e-05]","[-0.0, -0.0, -0.05]",90.0754021181092,"[ 0.00000000e+00 -1.61355539e-05  8.04539899e-05  2.39576645e-04
 -4.00704372e-03  9.81195096e-05]"
240.0,"[0.0, -1.6135553924487246e-05, 8.04539898559812e-05, 0.0002395766454423674, -0.00400704372032681, 9.811950962619326e-05]","[0.0, 0.0, 0.01]",72.74386578571284,"[ 0.00000000e+00 -1.61355539e-05  8.81585334e-05  2.36849924e-04
 -2.67727268e-03  1.84784651e-04]"
270.0,"[0.0, -1.6135553924487246e-05, 8.815853340964269e-05, 0.00023684992402832865, -0.0026772726807274246, 0.0001847846513568471]","[0.0, 0.0, 0.0]",47.112283677263804,"[ 0.00000000e+00 -1.61355539e-05  9.57708808e-05  2.33875505e-04
 -2.66989780e-03  2.71256545e-04]"
