step,entropy
0,5545.177444479563
1,5312.472069040028
2,5151.05224309787
3,5004.219943256585
4,4878.144332660241
5,4767.3173873140495
6,4667.541355257003
7,4529.006244366372
8,4438.930842248263
9,4366.18697646255
10,4319.074692785286
11,4259.496049459303
12,4210.996328119498
13,4167.343492018336
14,4115.368317668091
15,4066.17430582458
16,4028.7683682387706
17,4017.6620091922578
18,3974.7028916721947
19,3932.4392081079222
20,3912.3299386600934
