time,state,action,reward,next_state
0.0,"[7.033581936808119e-05, -3.47500230239491e-05, 5.653702482255882e-05, 0.00019179198954591197, 9.91807845493708e-05, 6.0515437072182116e-05]","[0.0, 0.0, 0.05]",118.43041428619108,"[ 0.00000000e+00 -3.47500230e-05  6.27089772e-05  1.89863600e-04
  6.72360118e-03 -1.56971540e-04]"
30.0,"[0.0, -3.475002302394914e-05, 6.270897722944168e-05, 0.00018986359999906044, 0.0067236011836964505, -0.00015697153957009233]","[-0.0, -0.0, -0.01]",44.32483341705483,"[ 0.00000000e+00 -3.47500230e-05  6.88153486e-05  1.87736651e-04
  5.39050670e-03 -3.31444683e-04]"
60.0,"[0.0, -3.475002302394914e-05, 6.88153486369748e-05, 0.0001877366512477984, 0.005390506700926664, -0.00033144468289674004]","[0.0, 0.0, 0.01]",26.317869841375796,"[ 0.00000000e+00 -3.47500230e-05  7.48497530e-05  1.85413368e-04
  6.70147398e-03 -5.48420874e-04]"
90.0,"[0.0, -3.475002302394918e-05, 7.484975300671524e-05, 0.0001854133676534667, 0.006701473982486169, -0.0005484208742354878]","[0.0, 0.0, 0.0]",6.233179699273023,"[ 0.00000000e+00 -3.47500230e-05  8.08058796e-05  1.82896179e-04
  6.68023682e-03 -7.64823527e-04]"
120.0,"[0.0, -3.475002302394918e-05, 8.080587956329185e-05, 0.0001828961789042315, 0.006680236819536481, -0.0007648235274528113]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -3.47500230e-05  8.66774994e-05  1.80187717e-04
  6.65201347e-03 -9.80426329e-04]"
150.0,"[0.0, -3.475002302394921e-05, 8.667749939420933e-05, 0.00018018771747411845, 0.006652013470144698, -0.0009804263288231974]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -3.47500230e-05  9.24584720e-05  1.77290816e-04
  6.61683345e-03 -1.19500380e-03]"
180.0,"[0.0, -3.475002302394918e-05, 9.245847196403994e-05, 0.00017729081586997315, 0.0066168334502675445, -0.0011950038011055684]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -3.47500230e-05  9.81427515e-05  1.74208504e-04
  6.57473355e-03 -1.40833154e-03]"
210.0,"[0.0, -3.475002302394918e-05, 9.814275153619073e-05, 0.00017420850366922796, 0.006574733551142295, -0.0014083315393472059]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -3.47500230e-05  1.03724393e-04  1.70944004e-04
  6.52575780e-03 -1.62018645e-03]"
240.0,"[0.0, -3.475002302394921e-05, 0.00010372439349553012, 0.00017094400435157216, 0.006525757800810537, -0.0016201864455662736]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -3.47500230e-05  1.09197561e-04  1.67500732e-04
  6.46995742e-03 -1.83034696e-03]"
270.0,"[0.0, -3.4750023023949234e-05, 0.00010919756056526174, 0.0001675007319278393, 0.006469957418073669, -0.0018303469620675127]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -3.47500230e-05  1.14556529e-04  1.63882287e-04
  6.40739076e-03 -2.03859330e-03]"
300.0,"[0.0, -3.4750023023949234e-05, 0.0001145565289115439, 0.00016388228736963768, 0.006407390758928322, -0.0020385933031471064]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -3.47500230e-05  1.19795694e-04  1.60092455e-04
  6.33812326e-03 -2.24470768e-03]"
330.0,"[0.0, -3.475002302394926e-05, 0.00011979569412947067, 0.00016009245484345662, 0.006338123255537704, -0.002244707684944397]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -3.47500230e-05  1.24909577e-04  1.56135198e-04
  6.26222735e-03 -2.44847455e-03]"
360.0,"[0.0, -3.4750023023949234e-05, 0.00012490957710415402, 0.0001561351977531885, 0.006262227347802695, -0.0024484745532000773]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -3.47500230e-05  1.29892830e-04  1.52014655e-04
  6.17978241e-03 -2.64968081e-03]"
390.0,"[0.0, -3.4750023023949234e-05, 0.00012989282974077798, 0.00015201465459520393, 0.006179782407604258, -0.0026496808086826657]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -3.47500230e-05  1.34740241e-04  1.47735135e-04
  6.09087466e-03 -2.84811603e-03]"
420.0,"[0.0, -3.475002302394921e-05, 0.0001347402405576319, 0.00014773513463031527, 0.00609087465579638, -0.0028481160300475174]","[0.0, 0.0, 0.0]",0.0,"[ 0.00000000e+00 -3.47500230e-05  1.39446740e-04  1.43301113e-04
  5.99559707e-03 -3.04357269e-03]"
