step,entropy
0,5545.177444479563
1,5426.747030193372
2,5382.422196776317
3,5356.104326934941
4,5349.871147235668
5,5349.871147235668
6,5349.871147235668
7,5349.871147235668
8,5349.871147235668
9,5349.871147235668
10,5349.871147235668
11,5349.871147235668
12,5349.871147235668
13,5349.871147235668
14,5349.871147235668
15,5349.871147235668
16,5349.871147235668
17,5349.871147235668
18,5349.871147235668
19,5349.871147235668
20,5349.871147235668
