time,step,action,reward,entropy,state,next_state
3120.0,27,"[-0.0, -0.01, -0.0]",-0.004642146363057668,325.262939453125,"[1.855274467562166e-05, 2.8296543683080556e-05, -7.304078160027741e-06, -9.450664386902904e-06, 1.561265724857111e-05, -5.390775311239895e-07]","[1.590235257910428e-05, 2.5210016196260984e-05, -5.3565077028018205e-06, -7.653013814788675e-06, 1.561265724857111e-05, -5.390775311239895e-07]"
3240.0,28,"[-0.0, -0.0, -0.01]",-0.006724424256385093,317.63232421875,"[1.590235257910428e-05, 2.5210016196260984e-05, -5.3565077028018205e-06, -7.653013814788675e-06, 1.561265724857111e-05, -5.390775311239895e-07]","[1.590235257910428e-05, 2.2124363248192363e-05, -5.3565077028018205e-06, -7.653013814788675e-06, 1.6462357210757294e-05, 4.778563608184765e-07]"
3360.0,29,"[-0.01, -0.0, -0.0]",-0.008510165865388143,314.16168212890625,"[1.590235257910428e-05, 2.2124363248192363e-05, -5.3565077028018205e-06, -7.653013814788675e-06, 1.6462357210757294e-05, 4.778563608184765e-07]","[1.590235257910428e-05, 2.1689102396641122e-05, -4.238459108650972e-06, -8.364429240146995e-06, 1.6462357210757294e-05, 4.778563608184765e-07]"
3480.0,30,"[-0.0, -0.0, -0.01]",-0.007024366594514221,307.22979736328125,"[1.590235257910428e-05, 2.1689102396641122e-05, -4.238459108650972e-06, -8.364429240146995e-06, 1.6462357210757294e-05, 4.778563608184765e-07]","[1.590235257910428e-05, 1.86034494485725e-05, -4.238459108650972e-06, -8.364429240146995e-06, 1.7023599691094613e-05, 1.678336033526541e-06]"
3600.0,31,"[0.0, 0.05, 0.0]",-0.04791626798370209,302.3756408691406,"[1.590235257910428e-05, 1.86034494485725e-05, -4.238459108650972e-06, -8.364429240146995e-06, 1.7023599691094613e-05, 1.678336033526541e-06]","[2.915431306169118e-05, 1.295990497204311e-05, -8.255365664667717e-06, -2.0992925522455294e-05, 1.7023599691094613e-05, 1.678336033526541e-06]"
3720.0,32,"[0.0, 0.05, 0.0]",-0.04880959729544656,299.6025390625,"[2.915431306169118e-05, 1.295990497204311e-05, -8.255365664667717e-06, -2.0992925522455294e-05, 1.7023599691094613e-05, 1.678336033526541e-06]","[4.2406273544278076e-05, 4.746944992111105e-06, -1.0609627758307344e-05, -3.403408753458046e-05, 1.7023599691094613e-05, 1.678336033526541e-06]"
3840.0,33,"[-0.0, -0.0, -0.01]",-0.009701027077184532,298.90606689453125,"[4.2406273544278076e-05, 4.746944992111105e-06, -1.0609627758307344e-05, -3.403408753458046e-05, 1.7023599691094613e-05, 1.678336033526541e-06]","[4.2406273544278076e-05, -3.481190257646724e-06, -1.0609627758307344e-05, -3.403408753458046e-05, 1.708882726503053e-05, 3.001925822667755e-06]"
3960.0,34,"[0.0, 0.0, 0.05]",-0.048215725614174386,294.74951171875,"[4.2406273544278076e-05, -3.481190257646724e-06, -1.0609627758307344e-05, -3.403408753458046e-05, 1.708882726503053e-05, 3.001925822667755e-06]","[4.2406273544278076e-05, -1.1709325507404553e-05, -1.0609627758307344e-05, -3.403408753458046e-05, 1.7619132637226626e-05, -3.6027990293023224e-06]"
4080.0,35,"[-0.0, -0.0, -0.01]",-0.00910737809943036,292.67010498046875,"[4.2406273544278076e-05, -1.1709325507404553e-05, -1.0609627758307344e-05, -3.403408753458046e-05, 1.7619132637226626e-05, -3.6027990293023224e-06]","[4.2406273544278076e-05, -1.9937460757162383e-05, -1.0609627758307344e-05, -3.403408753458046e-05, 1.7343555292830553e-05, -2.3065730869697147e-06]"
4200.0,36,"[0.0, 0.01, 0.0]",-0.0061327010090513005,283.6610412597656,"[4.2406273544278076e-05, -1.9937460757162383e-05, -1.0609627758307344e-05, -3.403408753458046e-05, 1.7343555292830553e-05, -2.3065730869697147e-06]","[4.505666564079546e-05, -2.8675917567740805e-05, -9.72865083301123e-06, -3.6533779100029605e-05, 1.7343555292830553e-05, -2.3065730869697147e-06]"
4320.0,37,"[0.0, 0.01, 0.0]",-0.006726363087012414,276.0349426269531,"[4.505666564079546e-05, -2.8675917567740805e-05, -9.72865083301123e-06, -3.6533779100029605e-05, 1.7343555292830553e-05, -2.3065730869697147e-06]","[4.770705773731284e-05, -3.7928538896365676e-05, -8.532573608525601e-06, -3.8898938193695095e-05, 1.7343555292830553e-05, -2.3065730869697147e-06]"
4440.0,38,"[0.0, 0.05, 0.0]",-0.04821403568747895,271.87445068359375,"[4.770705773731284e-05, -3.7928538896365676e-05, -8.532573608525601e-06, -3.8898938193695095e-05, 1.7343555292830553e-05, -2.3065730869697147e-06]","[6.0959018219899734e-05, -4.9736385410868584e-05, -1.076623760462063e-06, -4.985445134896108e-05, 1.7343555292830553e-05, -2.3065730869697147e-06]"
4560.0,39,"[-0.0, -0.0, -0.05]",-0.04226685614107309,253.85971069335938,"[6.0959018219899734e-05, -4.9736385410868584e-05, -1.076623760462063e-06, -4.985445134896108e-05, 1.7343555292830553e-05, -2.3065730869697147e-06]","[6.0959018219899734e-05, -6.156405551681347e-05, -1.076623760462063e-06, -4.985445134896108e-05, 1.2940096406829036e-05, 2.64450396729893e-06]"
4680.0,40,"[0.0, 0.05, 0.0]",-0.044344359008970394,240.6846160888672,"[6.0959018219899734e-05, -6.156405551681347e-05, -1.076623760462063e-06, -4.985445134896108e-05, 1.2940096406829036e-05, 2.64450396729893e-06]","[7.421097870248663e-05, -7.594393171894499e-05, 8.934090213213923e-06, -5.853777227872598e-05, 1.2940096406829036e-05, 2.64450396729893e-06]"
4800.0,41,"[0.0, 0.01, 0.0]",-0.0025631959222933457,223.36021423339844,"[7.421097870248663e-05, -7.594393171894499e-05, 8.934090213213923e-06, -5.853777227872598e-05, 1.2940096406829036e-05, 2.64450396729893e-06]","[7.6861370799004e-05, -9.085322580330725e-05, 1.1143534594771664e-05, -6.000164856792693e-05, 1.2940096406829036e-05, 2.64450396729893e-06]"
4920.0,42,"[0.0, 0.05, 0.0]",-0.04672300288393196,215.72628784179688,"[7.6861370799004e-05, -9.085322580330725e-05, 1.1143534594771664e-05, -6.000164856792693e-05, 1.2940096406829036e-05, 2.64450396729893e-06]","[9.01133312815909e-05, -0.00010832046867264372, 2.3042655165129912e-05, -6.583477691248803e-05, 1.2940096406829036e-05, 2.64450396729893e-06]"
5040.0,43,"[0.0, 0.0, 0.05]",-0.04732214739849803,209.48809814453125,"[9.01133312815909e-05, -0.00010832046867264372, 2.3042655165129912e-05, -6.583477691248803e-05, 1.2940096406829036e-05, 2.64450396729893e-06]","[9.01133312815909e-05, -0.00012580421333840286, 2.3042655165129912e-05, -6.583477691248803e-05, 1.9216183381164712e-05, 5.198048242235513e-07]"
5160.0,44,"[0.0, 0.0, 0.05]",-0.04851206539539464,206.02188110351562,"[9.01133312815909e-05, -0.00012580421333840286, 2.3042655165129912e-05, -6.583477691248803e-05, 1.9216183381164712e-05, 5.198048242235513e-07]","[9.01133312815909e-05, -0.000143287958004162, 2.3042655165129912e-05, -6.583477691248803e-05, 2.571391784026106e-05, -7.775236064689651e-07]"
5280.0,45,"[0.0, 0.0, 0.0]",0.002379835993793227,200.47793579101562,"[9.01133312815909e-05, -0.000143287958004162, 2.3042655165129912e-05, -6.583477691248803e-05, 2.571391784026106e-05, -7.775236064689651e-07]","[9.01133312815909e-05, -0.00016077170266992115, 2.3042655165129912e-05, -6.583477691248803e-05, 2.571391784026106e-05, -7.775236064689651e-07]"
5400.0,46,"[-0.0, -0.0, -0.01]",-0.006728498420743852,192.8568115234375,"[9.01133312815909e-05, -0.00016077170266992115, 2.3042655165129912e-05, -6.583477691248803e-05, 2.571391784026106e-05, -7.775236064689651e-07]","[9.01133312815909e-05, -0.0001782554473356803, 2.3042655165129912e-05, -6.583477691248803e-05, 2.4391239719478938e-05, -8.591762556894784e-07]"
5520.0,47,"[-0.0, -0.01, -0.0]",-0.008809603845550028,190.08372497558594,"[9.01133312815909e-05, -0.0001782554473356803, 2.3042655165129912e-05, -6.583477691248803e-05, 2.4391239719478938e-05, -8.591762556894784e-07]","[8.746293918507353e-05, -0.00019522631841656496, 2.0440468547903354e-05, -6.63379697924146e-05, 2.4391239719478938e-05, -8.591762556894784e-07]"
5640.0,48,"[-0.0, -0.0, -0.01]",-0.009999286038721697,190.08206176757812,"[8.746293918507353e-05, -0.00019522631841656496, 2.0440468547903354e-05, -6.63379697924146e-05, 2.4391239719478938e-05, -8.591762556894784e-07]","[8.746293918507353e-05, -0.00021219589152421224, 2.0440468547903354e-05, -6.63379697924146e-05, 2.3133473692762878e-05, -1.2765120777313262e-06]"
5760.0,49,"[-0.0, -0.0, -0.05]",-0.04880960384555003,187.30897521972656,"[8.746293918507353e-05, -0.00021219589152421224, 2.0440468547903354e-05, -6.63379697924146e-05, 2.3133473692762878e-05, -1.2765120777313262e-06]","[8.746293918507353e-05, -0.00022916546463185952, 2.0440468547903354e-05, -6.63379697924146e-05, 1.716637212301388e-05, -4.157017764986645e-06]"
5880.0,50,"[0.0, 0.05, 0.0]",-0.04940516545351764,185.92327880859375,"[8.746293918507353e-05, -0.00022916546463185952, 2.0440468547903354e-05, -6.63379697924146e-05, 1.716637212301388e-05, -4.157017764986645e-06]","[0.00010071489966766042, -0.0002487069641022383, 3.15317830133807e-05, -5.9085577079665386e-05, 1.716637212301388e-05, -4.157017764986645e-06]"
