step,entropy
0,5545.177444479563
1,5444.061418246908
2,5407.342911953328
3,5385.864496645381
4,5363.687789662775
5,5312.434342912308
6,5248.716251601902
7,5248.716251601902
8,5248.716251601902
9,5248.716251601902
10,5248.716251601902
11,5248.716251601902
12,5248.716251601902
13,5248.716251601902
14,5248.716251601902
15,5248.716251601902
16,5248.716251601902
17,5248.716251601902
18,5248.716251601902
19,5248.716251601902
20,5248.716251601902
