time,state,action,reward,next_state
300.0,"[0.0, -0.0025511575356291687, -7.0753149276426e-05, -0.0010787255982928296, -0.006627468894886075, 0.0011489815838162016]","[0.0, 0.0, 0.0]",0.0,[ 0.         -0.00255116 -0.0001056  -0.00107587 -0.00658685  0.00136268]
330.0,"[0.0, -0.0025511575356291687, -0.00010559630381940992, -0.0010758737589347713, -0.0065868515440774, 0.0013626772798122154]","[0.0, 0.0, 0.0]",0.0,[ 0.         -0.00255116 -0.00014033 -0.0010719  -0.00653935  0.00157495]
360.0,"[0.0, -0.0025511575356291683, -0.00014032902583043316, -0.001071896771640925, -0.006539345669074679, 0.0015749478889745803]","[0.0, 0.0, 0.0]",0.0,[ 0.         -0.00255116 -0.00017491 -0.0010668  -0.006485    0.00178557]
390.0,"[0.0, -0.002551157535629168, -0.0001749149918559767, -0.0010667987955414924, -0.006485000951484842, 0.001785571418866225]","[0.0, 0.0, 0.0]",0.0,[ 0.         -0.00255116 -0.00020932 -0.00106059 -0.00642387  0.00199433]
420.0,"[0.0, -0.002551157535629168, -0.00020931803191981632, -0.0010605851620958922, -0.006423874224971047, 0.0019943275995642907]","[0.0, 0.0, 0.0]",0.0,[ 0.         -0.00255116 -0.0002435  -0.00105326 -0.00635603  0.002201  ]
450.0,"[0.0, -0.002551157535629168, -0.0002435021673495556, -0.0010532623695171228, -0.0063560294158160864, 0.002200998114018246]","[0.0, 0.0, 0.0]",0.0,[ 0.         -0.00255116 -0.00027743 -0.00104484 -0.00628154  0.00240537]
480.0,"[0.0, -0.0025511575356291674, -0.0002774316484030932, -0.0010448380759759367, -0.006281537476068317, 0.002405366826365685]","[0.0, 0.0, 0.0]",0.0,[ 0.         -0.00255116 -0.00031107 -0.00103532 -0.00620048  0.00260722]
510.0,"[0.0, -0.002551157535629167, -0.0003110709916556753, -0.001035321091591932, -0.006200476309340079, 0.002607220007967047]","[0.0, 0.0, 0.0]",0.0,[ 0.         -0.00255116 -0.00034439 -0.00102472 -0.00611293  0.00280635]
540.0,"[0.0, -0.002551157535629167, -0.00034438501710843354, -0.0010247213692199354, -0.006112930689336148, 0.002806346560922857]","[0.0, 0.0, 0.0]",0.0,[ 0.         -0.00255116 -0.00037734 -0.00101305 -0.00601899  0.00300254]
570.0,"[0.0, -0.002551157535629167, -0.00037733888497960014, -0.0010130499940413143, -0.006018992171197465, 0.0030025382388397456]","[0.0, 0.0, 0.0]",0.0,[ 0.         -0.00255116 -0.0004099  -0.00100032 -0.00591876  0.00319559]
