step,entropy
0,5545.177444479563
1,5259.836329357277
2,5033.338983174939
3,4895.507880218704
4,4774.29287382004
5,4643.358374186277
6,4333.037668702571
7,4156.369176866961
8,3956.145685965766
9,3731.639180752947
10,3525.1550728777092
11,3204.354847758282
12,2999.2198773509235
13,2823.846791742785
14,2601.3968613592833
15,2411.529419998583
16,2203.5869934405
17,2046.896869358804
18,1910.3411661677028
19,1804.2342048938926
20,1650.3326732736286
