step,entropy
0,5545.177444479563
1,5431.595058848361
2,5324.927568020406
3,5280.575869143973
4,5221.683513908307
5,5157.9408432921755
6,5157.9408432921755
7,5157.9408432921755
8,5157.9408432921755
9,5157.9408432921755
10,5157.9408432921755
11,5050.5864929159015
12,5000.664466576873
13,4881.518611944031
14,4785.923183390434
15,4632.847987884481
16,4618.297042565079
17,4586.435710434574
18,4563.5778600204285
19,4556.649246651277
20,4535.174260949068
