step,entropy
0,5545.177444479563
1,4851.90934681595
2,4520.760503468804
3,4284.4241974501265
4,3981.6452248223773
5,3739.1517626391724
6,3525.0670433998503
7,3326.8921255221458
8,3159.874532376635
9,3025.421707552114
10,2917.264459059506
11,2825.778181781223
12,2714.883212740468
13,2622.6780651524086
14,2557.5216619074063
15,2519.4019986706
16,2478.4943124289816
17,2454.8907253164703
18,2431.3071453095968
19,2398.036082614648
20,2374.473081064196
