step,entropy
0,5545.177444479563
1,5047.215644059845
2,4627.424564691022
3,4307.388366678568
4,4080.1710075921033
5,3922.1854776760647
6,3723.3174145694256
7,3561.871864654332
8,3426.0293161565723
9,3311.6851896792687
10,3211.872573088163
11,3102.385049530366
12,3015.036505219203
13,2952.653262067548
14,2894.4546248768966
15,2874.3613601486268
16,2850.1074977716844
17,2836.9296991974443
18,2800.187756478401
19,2753.0526073690676
20,2724.6101376099946
