time,state,action,reward,next_state
0.0,"[9.622720323685496e-05, -8.138290455886783e-05, 6.440075861357355e-05, 0.00015925494497713588, 7.003494214760622e-05, -3.6034781639103825e-05]","[-0.0, -0.0, -0.01]",497.9618004197182,"[ 0.00000000e+00 -8.13829046e-05  6.95165270e-05  1.57089298e-04
 -1.25566995e-03  4.56918231e-06]"
30.0,"[0.0, -8.138290455886786e-05, 6.951652703914893e-05, 0.00015708929842000573, -0.0012556699527960491, 4.569182305912665e-06]","[0.0, 0.0, 0.0]",419.79107936882247,"[ 0.00000000e+00 -8.13829046e-05  7.45595951e-05  1.54759368e-04
 -1.25486562e-03  4.51683678e-05]"
60.0,"[0.0, -8.13829045588679e-05, 7.455959513510692e-05, 0.00015475936799742778, -0.0012548656208262827, 4.516836780364661e-05]","[0.0, 0.0, 0.0]",320.0361980124544,"[ 0.00000000e+00 -8.13829046e-05  7.95246889e-05  1.52267590e-04
 -1.25274895e-03  8.57203163e-05]"
90.0,"[0.0, -8.138290455886794e-05, 7.952468886477632e-05, 0.00015226759034881607, -0.001252748951371529, 8.572031625765202e-05]","[-0.0, -0.0, -0.01]",227.2173590864645,"[ 0.00000000e+00 -8.13829046e-05  8.44066157e-05  1.49616571e-04
 -2.57382526e-03  1.69032291e-04]"
120.0,"[0.0, -8.138290455886797e-05, 8.440661573701722e-05, 0.0001496165713732869, -0.00257382526180624, 0.00016903229107423845]","[0.0, 0.0, 0.05]",157.98552991603856,"[ 0.00000000e+00 -8.13829046e-05  8.92002702e-05  1.46809084e-04
  4.05550170e-03  3.79191290e-05]"
150.0,"[0.0, -8.138290455886796e-05, 8.920027023652416e-05, 0.00014680908350441193, 0.004055501699279823, 3.791912904153761e-05]","[-0.0, -0.0, -0.05]",198.86806310663906,"[ 0.00000000e+00 -8.13829046e-05  9.39006392e-05  1.43848063e-04
 -2.56790834e-03  1.21014674e-04]"
180.0,"[0.0, -8.138290455886798e-05, 9.390063916317011e-05, 0.00014384806281080904, -0.0025679083402493246, 0.00012101467422479777]","[0.0, 0.0, 0.05]",161.44554991509358,"[ 0.00000000e+00 -8.13829046e-05  9.85028069e-05  1.40736606e-04
  4.05986290e-03 -1.02647007e-05]"
210.0,"[0.0, -8.138290455886801e-05, 9.850280687480714e-05, 0.00014073660592560413, 0.004059862896865126, -1.0264700655076801e-05]","[-0.0, -0.0, -0.05]",135.8425484977597,"[ 0.00000000e+00 -8.13829046e-05  1.03001960e-04  1.37477967e-04
 -2.56510743e-03  7.27150223e-05]"
240.0,"[0.0, -8.138290455886804e-05, 0.00010300196042804117, 0.00013747796680797466, -0.0025651074275726605, 7.271502229242778e-05]","[0.0, 0.0, 0.05]",114.34412647730369,"[ 0.00000000e+00 -8.13829046e-05  1.07393395e-04  1.34075553e-04
  4.06110060e-03 -5.86296631e-05]"
270.0,"[0.0, -8.138290455886804e-05, 0.00010739339461160447, 0.0001340755533401617, 0.004061100595440863, -5.862966308498059e-05]","[-0.0, -0.0, -0.05]",99.81261659110578,"[ 0.00000000e+00 -8.13829046e-05  1.11672517e-04  1.30532924e-04
 -2.56543424e-03  2.43353294e-05]"
300.0,"[0.0, -8.138290455886806e-05, 0.00011167251686706187, 0.00013053292376350925, -0.00256543423748205, 2.433532940487927e-05]","[-0.0, -0.0, -0.01]",109.48752355779698,"[ 0.00000000e+00 -8.13829046e-05  1.15834852e-04  1.26853783e-04
 -3.88780900e-03  1.50124545e-04]"
330.0,"[0.0, -8.138290455886809e-05, 0.00011583485209170477, 0.00012685378295725837, -0.0038878090037552495, 0.00015012454462856925]","[0.0, 0.0, 0.05]",87.3485443111631,"[ 0.00000000e+00 -8.13829046e-05  1.19876047e-04  1.23041979e-04
  2.74159366e-03  6.15083967e-05]"
360.0,"[0.0, -8.138290455886812e-05, 0.00011987604731861006, 0.00012304197856398722, 0.002741593664662153, 6.150839670941947e-05]","[-0.0, -0.0, -0.05]",62.383243151654824,"[ 0.00000000e+00 -8.13829046e-05  1.23791876e-04  1.19101497e-04
 -3.88036658e-03  1.87076286e-04]"
390.0,"[0.0, -8.13829045588682e-05, 0.00012379187626896962, 0.00011910149696574956, -0.0038803665835404942, 0.00018707628636854983]","[-0.0, -0.0, -0.01]",58.198637190651425,"[ 0.00000000e+00 -8.13829046e-05  1.27578244e-04  1.15036459e-04
 -5.19679161e-03  3.55298204e-04]"
420.0,"[0.0, -8.138290455886828e-05, 0.00012757824377192917, 0.00011503645911511947, -0.005196791609874163, 0.000355298204395977]","[0.0, 0.0, 0.01]",20.093264728269787,"[ 0.00000000e+00 -8.13829046e-05  1.31231190e-04  1.10851116e-04
 -3.85808268e-03  4.80298879e-04]"
450.0,"[0.0, -8.138290455886833e-05, 0.000131231190047315, 0.0001108511162255024, -0.0038580826835841043, 0.00048029887923678894]","[0.0, 0.0, 0.0]",24.25386237694238,"[ 0.00000000e+00 -8.13829046e-05  1.34746895e-04  1.06549845e-04
 -3.84053503e-03  6.04797258e-04]"
480.0,"[0.0, -8.138290455886836e-05, 0.0001347468948467688, 0.00010654984532521942, -0.003840535025699166, 0.0006047972578852766]","[0.0, 0.0, 0.05]",13.177798574240114,"[ 0.00000000e+00 -8.13829046e-05  1.38121681e-04  1.02137145e-04
  2.80354458e-03  5.14414777e-04]"
510.0,"[0.0, -8.138290455886833e-05, 0.00013812168144896047, 0.00010213714468001463, 0.002803544579528401, 0.000514414777022943]","[0.0, 0.0, 0.05]",36.741942719043436,"[ 0.00000000e+00 -8.13829046e-05  1.41352021e-04  9.76176291e-05
  9.44122752e-03  2.09245959e-04]"
540.0,"[0.0, -8.138290455886831e-05, 0.00014135202050470045, 9.761762908877212e-05, 0.0094412275175495, 0.0002092459585775973]","[-0.0, -0.0, -0.05]",47.13514910933327,"[ 0.00000000e+00 -8.13829046e-05  1.44434534e-04  9.29960251e-05
  2.82054107e-03  1.18106674e-04]"
570.0,"[0.0, -8.138290455886833e-05, 0.00014443453372793032, 9.299602505736307e-05, 0.002820541067106142, 0.00011810667388385701]","[-0.0, -0.0, -0.01]",28.442469759072992,"[ 0.00000000e+00 -8.13829046e-05  1.47365997e-04  8.82771659e-05
  1.49838203e-03  6.96935459e-05]"
