step,entropy
0,5545.177444479563
1,4646.214416739933
2,4317.447186831087
3,3981.3268322250965
4,3541.4584903458376
5,3282.356361452542
6,3282.356361452542
7,3282.356361452542
8,3282.356361452542
9,3214.4559511567804
10,3214.4559511567804
11,3160.417339799411
12,3160.417339799411
13,3160.417339799411
14,3160.417339799411
15,3160.417339799411
16,3160.417339799411
17,3160.417339799411
18,3160.417339799411
19,3160.417339799411
20,3160.417339799411
