time,state,action,reward,next_state
0.0,"[-6.651438459294546e-05, -7.886332594165627e-06, 5.2687246039533045e-05, 0.0002111905281543313, -5.6642762243387716e-05, 2.7668223413437768e-06]","[-0.0, -0.0, -0.01]",226.47219574026167,"[ 0.00000000e+00 -7.88633259e-06  5.94884553e-05  2.09376476e-04
 -1.38102678e-03  4.74465687e-05]"
30.0,"[0.0, -7.88633259416564e-06, 5.9488455311802716e-05, 0.00020937647614273992, -0.0013810267834587628, 4.744656874010847e-05]","[-0.0, -0.0, -0.01]",180.08735538642668,"[ 0.00000000e+00 -7.88633259e-06  6.62274516e-05  2.07343458e-04
 -2.70327358e-03  1.34926368e-04]"
60.0,"[0.0, -7.886332594165667e-06, 6.622745160402577e-05, 0.00020734345837612557, -0.002703273583448426, 0.00013492636815667892]","[0.0, 0.0, 0.05]",118.48928943486044,"[ 0.00000000e+00 -7.88633259e-06  7.28971873e-05  2.05093601e-04
  3.92501827e-03  8.01669867e-06]"
90.0,"[0.0, -7.886332594165695e-06, 7.289718727914954e-05, 0.00020509360098287875, 0.003925018265036234, 8.016698671479355e-06]","[-0.0, -0.0, -0.05]",89.39025783726629,"[ 0.00000000e+00 -7.88633259e-06  7.94906871e-05  2.02629257e-04
 -2.69929043e-03  9.53470083e-05]"
120.0,"[0.0, -7.886332594165722e-06, 7.94906871328205e-05, 0.00020262925686210202, -0.00269929042762082, 9.534700834053881e-05]","[0.0, 0.0, 0.0]",88.66795824340443,"[ 0.00000000e+00 -7.88633259e-06  8.60010557e-05  1.99953003e-04
 -2.69479596e-03  1.82577604e-04]"
150.0,"[0.0, -7.886332594165749e-06, 8.600105568804767e-05, 0.0001999530032229499, -0.002694795963165994, 0.0001825776041828347]","[0.0, 0.0, 0.05]",74.14045020719914,"[ 0.00000000e+00 -7.88633259e-06  9.24214844e-05  1.97067639e-04
  3.93503224e-03  5.53688975e-05]"
180.0,"[0.0, -7.886332594165776e-06, 9.242148440648692e-05, 0.0001970676388893854, 0.003935032235615802, 5.5368897497986394e-05]","[0.0, 0.0, 0.0]",69.96384694549579,"[ 0.00000000e+00 -7.88633259e-06  9.87452588e-05  1.93976181e-04
  3.93476494e-03 -7.18977139e-05]"
210.0,"[0.0, -7.88633259416583e-06, 9.874525880880513e-05, 0.00019397618137317223, 0.0039347649394692345, -7.189771393656824e-05]","[-0.0, -0.0, -0.01]",65.1215337639851,"[ 0.00000000e+00 -7.88633259e-06  1.04965765e-04  1.90681864e-04
  2.60587957e-03 -1.56239462e-04]"
240.0,"[0.0, -7.886332594165857e-06, 0.00010496576549667737, 0.00019068186371816345, 0.002605879565462666, -0.000156239462195818]","[-0.0, -0.0, -0.05]",59.58493115093461,"[ 0.00000000e+00 -7.88633259e-06  1.11076499e-04  1.87188131e-04
 -4.02305051e-03 -2.61694523e-05]"
270.0,"[0.0, -7.886332594165884e-06, 0.00011107649906907374, 0.00018718813111918658, -0.004023050505912993, -2.616945233621784e-05]","[-0.0, -0.0, -0.05]",77.5787476544474,"[ 0.00000000e+00 -7.88633259e-06  1.17071069e-04  1.83498637e-04
 -1.06443086e-02  3.18176289e-04]"
