step,entropy
0,5545.177444479563
1,5162.87575625747
2,4894.144450046499
3,4521.486231810671
4,4252.665183606263
5,4058.638861472617
6,3861.901684607592
7,3673.449690106808
8,3520.9939036638198
9,3366.4683931035347
10,3253.49398358696
11,3161.319704702092
12,3086.466100873719
13,3037.9343686652383
14,2980.392866486576
15,2918.6999122030647
16,2864.6361494029293
17,2829.2970776437246
18,2820.963306553519
19,2798.087163836606
20,2759.9640704222393
