step,entropy
0,5545.177444479563
1,5545.177444479563
2,5545.177444479563
3,5362.337506634214
4,5362.337506634214
5,5362.337506634214
6,5362.337506634214
7,5362.337506634214
8,5362.337506634214
9,5362.337506634214
10,5362.337506634214
11,5362.337506634214
12,5362.337506634214
13,5362.337506634214
14,5362.337506634214
15,5362.337506634214
16,5362.337506634214
17,5362.337506634214
18,5362.337506634214
19,5362.337506634214
20,5362.337506634214
