time,step,state,action,reward,next_state,entropy_before,entropy_after,info_gain,dv_cost,predicted_value,root_N,root_best_idx,root_Q_sa,root_N_sa
300.0,10,"[1.0845841417268568e-05, -2.1641933094171152e-05, 1.3593304963174361e-05, 6.882771626896476e-06, 8.481702302682668e-06, 8.492751569615195e-06]","[-0.01, -0.0, -0.0]",19.407540561939616,"[1.4012668700686863e-05, -3.550851242443888e-05, 9.340346149654115e-06, 1.1478225427344923e-05, 1.159174544626776e-05, 3.11408745597559e-06]",177.53960165672794,158.13205109478832,19.407550561939615,0.01,38.50503005359447,500,2,"[20.10345260893552, 15.050379543089862, 38.50503005359447, 18.79132753517385, 17.23029519643469, 19.9961774860945, 17.99105767313075, 19.410169104062383, 21.026760482269644, 21.119228982809933, 21.656936392463827, 21.232166670801824, 14.356703546224196]","[1, 1, 482, 1, 1, 1, 1, 1, 1, 1, 6, 2, 1]"
330.0,11,"[1.4012668700686863e-05, -3.550851242443888e-05, 9.340346149654115e-06, 1.1478225427344923e-05, 1.159174544626776e-05, 3.11408745597559e-06]","[0.01, 0.0, 0.0]",2.7731512727320964,"[1.4751274956112088e-05, -5.854495092005838e-05, 7.136151840315888e-06, 1.3018992899263652e-05, 1.1595789758658258e-05, -3.0989938766525636e-06]",158.13205109478832,155.35888982205623,2.7731612727320964,0.01,5.811126716254111,500,1,"[2.3828859671872347, 5.811126716254111, 3.338000856630018, 2.0150200020877604, 3.0883762007825237, 1.3929063000491722, 3.1434103914358085, 0.766992829228188, 3.3383436400582083, 1.6396550653831834, 2.641807939736464, 1.3243667432597963, 2.217772715769155]","[1, 487, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]"
360.0,12,"[1.4751274956112088e-05, -5.854495092005838e-05, 7.136151840315888e-06, 1.3018992899263652e-05, 1.1595789758658258e-05, -3.0989938766525636e-06]","[-0.0, -0.05, -0.0]",0.001093344868296481,"[1.4849639628976134e-06, -6.234585523566552e-05, -1.4798035720001716e-06, 2.2882060421076995e-06, 8.492751569615197e-06, -8.481702302682668e-06]",155.35888982205623,155.35774647718793,0.0011433448682964809,0.05,20.86463326455308,500,8,"[-1.01458055584347, -0.3025792043674387, 0.37380643140030523, 0.10488055003495222, 1.6524512422204394, -1.1813577526888333, 0.6251412536006663, 1.387580438889506, 20.86463326455308, 0.004086875053743353, 1.3902618061157448, 0.806433387802835, -0.5571282300037936]","[1, 1, 1, 1, 1, 1, 1, 1, 488, 1, 1, 1, 1]"
390.0,13,"[1.4849639628976134e-06, -6.234585523566552e-05, -1.4798035720001716e-06, 2.2882060421076995e-06, 8.492751569615197e-06, -8.481702302682668e-06]","[-0.0, -0.05, -0.0]",0.0005217796509543404,"[-1.2178080993682138e-05, -4.4852041079243926e-05, -7.967454775156164e-06, -9.666701861802291e-06, 3.114087455975593e-06, -1.159174544626776e-05]",155.35774647718793,155.35717469753698,0.0005717796509543405,0.05,25.88681394720002,500,8,"[0.4895352161754098, 4.843390970606276, -0.29340540674523063, 5.512802723833896, 1.1211195037943766, 0.41305792771672184, 2.298551164303758, -0.5589661271955835, 25.88681394720002, 1.5817604874326519, -0.9286464932877392, 4.73715158103382, 4.887115382826832]","[1, 1, 1, 2, 1, 1, 1, 1, 486, 1, 1, 1, 2]"
420.0,14,"[-1.2178080993682138e-05, -4.4852041079243926e-05, -7.967454775156164e-06, -9.666701861802291e-06, 3.114087455975593e-06, -1.159174544626776e-05]","[0.0, 0.01, 0.0]",2.0794314407710917,"[-9.77671448978959e-06, -2.9567985500126075e-05, -5.889298385253188e-06, -7.947459980418559e-06, -3.0989938766525624e-06, -1.1595789758658261e-05]",155.35717469753698,153.27773325676588,2.0794414407710917,0.01,27.530117335218176,500,5,"[6.759391501889359, 10.597375173359781, 6.68511703835548, 3.9581296055621533, 6.984968097461656, 27.530117335218176, 6.882879892791879, 2.9493175676174714, 2.0126314609591565, 6.296433444655737, 10.81435441572686, 10.856145553812336, 10.158503622319962]","[1, 3, 1, 1, 1, 470, 1, 1, 1, 1, 10, 6, 3]"
450.0,15,"[-9.77671448978959e-06, -2.9567985500126075e-05, -5.889298385253188e-06, -7.947459980418559e-06, -3.0989938766525624e-06, -1.1595789758658261e-05]","[-0.0, -0.0, -0.01]",0.006850176426528142,"[-9.83409929535564e-06, -1.3226289753755845e-05, -5.791019461321765e-06, -8.019354662907303e-06, -9.654006144702402e-06, -9.110690294980605e-06]",153.27773325676588,153.27087308033936,0.006860176426528142,0.01,35.965353782260784,500,10,"[6.908811773727532, 13.631636803305993, 14.281773051623944, 3.821611255087082, 5.744857765271591, 11.076190897269251, 7.084684975434737, 3.746536596793871, 0.6986739358101032, 14.339367869249768, 35.965353782260784, 8.556613578064782, 11.182972419225356]","[1, 2, 4, 1, 1, 3, 1, 1, 1, 6, 477, 1, 1]"
480.0,16,"[-9.83409929535564e-06, -1.3226289753755845e-05, -5.791019461321765e-06, -8.019354662907303e-06, -9.654006144702402e-06, -9.110690294980605e-06]","[0.0, 0.0, 0.01]",2.7748653965611854,"[-9.810775250856201e-06, 3.354776693635519e-06, -6.2028633095305934e-06, -7.70522176022078e-06, -1.1764249668422778e-05, -2.4075645980650108e-06]",153.27087308033936,150.49599768377817,2.7748753965611854,0.01,33.744546983828734,500,9,"[22.351083064903424, 20.772384755927327, 21.864651187879574, 9.703049956653427, 11.743930893560313, 21.725762552701077, 14.1205948126483, 3.9468284858678095, 2.3539414953509503, 33.744546983828734, 22.798589777867306, 22.795064353287735, 19.266727434409816]","[6, 1, 4, 1, 1, 1, 1, 1, 1, 471, 4, 7, 1]"
510.0,17,"[-9.810775250856201e-06, 3.354776693635519e-06, -6.2028633095305934e-06, -7.70522176022078e-06, -1.1764249668422778e-05, -2.4075645980650108e-06]","[-0.05, -0.0, -0.0]",15.940619385768672,"[-9.45450375100194e-06, 2.3917969701756882e-05, -1.2474234567561577e-05, -3.1080891232295573e-06, -1.1391921368349288e-05, 3.7971127310350173e-06]",150.49599768377817,134.5553282980095,15.940669385768672,0.05,38.71501482989739,500,4,"[23.246416063195834, 16.760234874461148, 23.109602580817622, 21.308233523894188, 38.71501482989739, 22.997595273719, 22.830336822901295, 22.189917368666897, 15.93700314219865, 21.052785326393906, 21.657918258013066, 23.08427821830009, 19.20519945028767]","[3, 1, 2, 1, 482, 2, 3, 1, 1, 1, 1, 1, 1]"
540.0,18,"[-9.45450375100194e-06, 2.3917969701756882e-05, -1.2474234567561577e-05, -3.1080891232295573e-06, -1.1391921368349288e-05, 3.7971127310350173e-06]","[0.0, 0.01, 0.0]",3.4708705601792107,"[-5.403704108928594e-06, 2.12187943108698e-05, -1.1233314227441104e-05, 1.3126419493960493e-06, -7.96713693738776e-06, 8.984356770284277e-06]",134.5553282980095,131.0844477378303,3.4708805601792108,0.01,22.109997530258994,500,5,"[6.4858248979982, 9.331864608624622, 5.641737227696995, 5.471519039989799, 6.9395095226057775, 22.109997530258994, 7.950349862870401, 5.991037959212431, 8.400628276976398, 8.719021613666946, 8.782923006451764, 8.798072906282611, 8.556884838802569]","[1, 3, 1, 1, 1, 481, 2, 1, 3, 1, 3, 1, 1]"
570.0,19,"[-5.403704108928594e-06, 2.12187943108698e-05, -1.1233314227441104e-05, 1.3126419493960493e-06, -7.96713693738776e-06, 8.984356770284277e-06]","[-0.0, -0.05, -0.0]",2.7759685627347768,"[-1.6414733009677576e-05, 3.73179292023547e-05, -1.889773846680323e-05, -6.298401178600505e-06, -2.4075645980650125e-06, 1.1764249668422776e-05]",131.0844477378303,128.3084291750955,2.7760185627347767,0.05,26.97373722828625,500,8,"[7.854131062719369, 5.210965264179798, 6.03692488598053, 10.979126742031047, 1.674861984825099, 8.023884888785501, 3.8903155778821636, 9.530826858681555, 26.97373722828625, 4.901575188319418, 9.9001220694234, 7.945888359654115, 6.467579784314271]","[1, 1, 1, 2, 1, 1, 1, 1, 487, 1, 1, 1, 1]"
